name,milk,crust,origin,senses,pairings,similarities
Fourme d’Ambert,Vache,Persillée,Provenance : Auvergne_Rhône-AlpesLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 25 %Lait : Lait cru de vache,"['Oeil : Croûte sèche feutrée et orangée ; pâte grasse de couleur crème moyennement persillée', 'Nez : Légère odeur de cave', 'Gout : Saveur à la fois rustique, fine et parfumée', 'Toucher : Pâte souple et onctueuse']","[<p>La fourme d’Ambert se mange en fin de repas. Elle s’accorde bien avec du vin blanc doux pour accompagner l’onctuosité du fromage et compenser son persillé aux arômes puissants. La Fourme d’Ambert peut se marier alors avec un Côteaux−du−Layon, un Barsac, un Monbazillac ou encore un Bonnezeaux. Il est aussi possible de la servir avec du vin rouge tel que les Côtes d’Auvergne, Côtes du Forez, Côte−Roannaise, ou encore du rosé comme un Rasteau rosé ou un Muscat Beaumes-de-Venise.</p>]","['Gorgonzola Cremoso AOP (à la cuillière)', 'Fourme de Montbrison AOP', 'Bleu de Chèvre']"
Fourme de Montbrison,Vache,Persillée,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie des Hautes Chaumes - Hubert TaritLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 26 %Lait : Lait cru de vache,"['Oeil : Croûte sèche feutrée et orangée.', 'Nez : Odeur de cave', 'Gout : Saveur fine et parfumée', 'Toucher : Pâte onctueuse']","[<p>La fourme de Montbrison se déguste en fin de repas. Elle s’accompagne idéalement avec un vin rouge ou un rosé du terroir comme un Côtes du Forez. Elle peut également s’accorder avec un Périgord Vin de Domme, un Banyuls grand cru ou un Muscat de Beaumes-de-Venise.</p>, <p>Pour ceux qui préfèrent le vin blanc, ils peuvent choisir entre un Côteaux-du-Layon, un Gaillac doux ou encore un Monbazillac.</p>]","['Gorgonzola Cremoso AOP (à la cuillière)', 'Bleu d’Auvergne Fermier AOP', 'Fourme d’Ambert AOP']"
Fourme fermière Valcivières,Vache,Persillée,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : MGNPLait : Lait cru de vacheParticularité : FermierProducteur : Ferme des Hautes Chaumes,"['Oeil : Croûte sèche', 'Nez : Légère odeur de cave', 'Gout : Un peu plus salée que la fourme d’Ambert', 'Toucher : Texture sèche']",[<p>La Fourme fermière Valcivières est un fromage qui peut se déguster en l’émiettant dans une salade. On la servira accompagnée d’un vin blanc moelleux de vendanges tardives comme un Gewurztraminer.</p>],"['Munster fermier AOP 1/2', 'Pont l’Evêque AOP entier', 'Brillat-Savarin IGP', 'Fourme de Montbrison AOP']"
Fournols,Vache,Molle à croûte lavée,Lait : Lait pasteurisé de VacheProvenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 28 %,"['Oeil: robe orangée', 'Nez : Parfumé', 'Gout : Arômes fruités, doux, franc et généreux mais pas trop corsé ! Fondant en bouche. ', 'Toucher : Crémeux']",[<p>La fleur d’Aunis s’accompagne d’un vin rouge léger tel qu’un Val de Loire ou un Bourgogne. </p>],"['Bleu d’Auvergne Fermier AOP', 'Raclette Fumée', 'Saint Marcellin fermier IGP', 'Vacherin – Mont d’Or AOP (Boite d’environ 500g)']"
Fribourg,Vache,Pressée cuite,Provenance : SuisseLait : Lait cru de vache% Matière Grasse/Poids Total : 25 %,"['Œil : Belle croûte morgée', 'Nez : fruité et intense', 'Goût : arômes fruités intenses', 'Toucher : Pâte légèrement friable']","[<p>Le Fribourg se consomme sans pain, à l’apéro, et il se marie parfaitement avec un vin blanc sec et fruité de Savoie tel qu’un Chasselas.</p>]","['Beaufort chalet alpage AOP', 'Gruyère Suisse d’Alpage AOP 12 Mois']"
Fusette blanche,Chèvre,Molle à croûte naturelle,Provenance : Pays de la LoireLait : Lait cru de chèvre,"['Œil : croûte blanche et pâte jaune', 'Nez : Odeur caprine', 'Goût : Tendre aux saveurs longues en bouche', 'Toucher : souple et moelleux']","[<p>La fusette blanche se déguste avec un vin blanc, tel qu’un Sancerre ou un Vouvray blanc.</p>]","['Chabichou du Poitou AOP', 'Sainte-Maure de Touraine AOP']"
Galernois,Chèvre,Molle à croûte naturelle,,"['Oeil : Petit fromage de chèvre au lait cru en forme de galet demi-affiné à sec. sa pâte blanche est légèrement crayeuse à coeur', 'Nez : Odeur caprin', 'Goût : Saveur caprine avec aucune amertume en bouche', 'Toucher : ferme']","[<p>Le Galernois se déguste avec un vin blanc de la Vallée de la Loire, tel qu’un Pouilly Fuissé ou un Sancerre.</p>]","['Crottin de Chavignol AOP', 'Rocamadour AOP Fermier', 'Bleu de Chèvre', 'Sainte-Maure de Touraine AOP']"
Galet au Fenugrec,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Monique VALENTILait : Lait cru de chèvreParticularité : Fermier,"['Oeil : Croûte jaune et légèrement duveté.', 'Nez : Odeur légère et aromatique qui rappelle le céleri.', 'Goût : Goût fort de chèvre, et légère de fenugrec, qui rappelle un peu la noix.', 'Toucher : Pâte molle.']","[<p>Le Galet au Fenugrec se déguste avec un verre de Vin blanc plutôt sec et puissant, tel qu’un vin de Côtes du Rhône ou un Bourgogne.</p>]","['Chabichou du Poitou AOP', 'Sainte-Maure de Touraine AOP', 'Tomme de Brebis des Pyrénées', 'Saint Marcellin fermier IGP']"
Galet boisé,Vache,Molle à croûte fleurie,Provenance : Hauts-de-France% Matière Grasse/Poids Total : 26 %Lait : Lait cru de vache,"['Oeil : croûte marron qui rappelle le “brou de noix”', 'Nez : arôme de noix', 'Gout : Fin et puissant', 'Toucher : Texture souple']","[<p>Le Jolirond ravie les plateaux de Fromage avec sa couleur original, pour un fromage à croûte fleurie. Il s’accompagne d’un Sancerre Blanc ou une bière.</p>]","['Reblochon Fermier AOP entier', 'Brillat-Savarin IGP', 'Tome des Bauges AOP', 'Mimolette']"
Galet de la Loire,Vache,Molle à croûte mixte,Provenance : Auvergne_Rhône-AlpesProducteur : Laiterie de Vichy% Matière Grasse/Poids Total : 26 %Lait : Lait cru de vache,"['Gout : Crémeux avec une grande diversité d’arômes aux notes boisées.', 'Toucher : Pâte molle à croûte fleurie.']","[<p>Au moment de la dégustation de votre fromage, vous devez trouver le vin parfait pour l’accompagner. En ce qui concerne le Galet de la Loire, vous pouvez opter pour du vin blanc sec afin de relever toute sa saveur. Ainsi, vous pouvez le combiner avec Le Savennières, un vin d’une extrême finesse et riche en arômes. Vous pouvez également opter pour du vin rouge qui se marie très bien avec les arômes de votre fromage comme le <span data-sheets-userformat='{""2"":12797,""3"":{""1"":0,""3"":1},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":12}' data-sheets-value='{""1"":2,""2"":""Un Savennières blanc ou \nun Saumur-Champigny rouge""}'>Saumur-Champigny rouge.</span></p>]","['Neufchâtel AOP', 'Raclette Fumée', 'Brillat-Savarin IGP', 'Fourme d’Ambert AOP']"
Galletout,Chèvre,Molle à croûte naturelle,Provenance : OccitanieLait : Lait cru de chèvre,"['Oeil : croûte naturellement légèrement crémeuse', 'Nez : Odeur caprine', 'Goût : Doux, acidulé et crémeux. Affiné, il devient plus épicé et salé', 'Toucher : ferme et légèrement crémeux']","[<p>Le Galletout se déguste avec un vin blanc, tel qu’un Sancerre ou un Vouvray blanc.</p>]","['Crottin de Chavignol AOP', 'Chabichou du Poitou AOP', 'Sainte-Maure de Touraine AOP']"
Galopin,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : EARL Ferme de Teinteillac% Matière Grasse/Poids Total : 22 %Lait : Lait cru de chèvreParticularité : Fermier et Bio,"['Œil :  croûte fine et crémeuse', 'Nez : Légère odeur caprine', 'Goût : Du caractère et de l’équilibre.', 'Toucher : Pâte ferme et fine']","[<p>Accompagnez votre Galopin avec un vin blanc sec frais, du Sud-Ouest.</p>]","['Buchette de Chèvre cendrée', 'Sainte-Maure de Touraine AOP', 'Rocamadour AOP Fermier', 'Calisson cendré de chèvre']"
Gaperon,Vache,Molle à croûte naturelle,Provenance : Auvergne_Rhône-AlpesProducteur : SCEA LE CHAMP DE ROME - Patricia RIBIER% Matière Grasse/Poids Total : 21 %Lait : Lait cru de vache,"['Oeil : Croûte lisse et bleuissante', 'Nez : Légère odeur de cave', 'Gout : Peu sapide mais fortement aillé', 'Toucher : Légèrement élastique']","[<p>Le Gaperon se déguste très bien avec un rouge assez puissant, tel qu’un Bordeaux (par exemple, la cuvée Nouvelle Génération du Château Cailley) ou un Madiran (comme le Domaine Labranche Laffont).</p>, <p>Sa saveur délicatement aromatisée et son goût aillé s’accordent aussi très bien avec les arômes boisés et prononcés des vins charpentés comme le Côtes-du-rhône.</p>]","['Pont l’Evêque AOP entier', 'Munster fermier AOP 1/2', 'Crottin de Chavignol AOP', 'Pouligny-Saint-Pierre AOP fermier']"
Gaperon au chèvre,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie des pays d'Urfe% Matière Grasse/Poids Total : 26 %Lait : Lait pasteurisé de Chèvre,"['Oeil :', 'Nez : Peu odorant', 'Gout : Goût délicat de chèvre parfumé par l’ail et le piquant du poivre', 'Toucher : Ferme et onctueux à la fois']",[<p>Le Gaperon au chèvre se déguste très bien avec un blanc Côtes d’Auvergne comme un Châteaugay .</p>],"['Bleu de Gex AOP', 'Pont l’Evêque AOP entier', 'Munster fermier AOP 1/2', 'Coulommiers entier fermier']"
Gorgonzola cremoso AOP,Vache,Persillée,Provenance : ItalieLait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 28 %,"['Oeil : Couleur ivoire avec des stries bleutées', 'Nez : Parfumé', 'Goût : Goût lacté avec un subtil arôme de noisette. Très frais en bouche.', 'Toucher : Crémeux']","[<p>Le gorgonzola cremoso peut se consommer sur des pizzas, dans des pâtes ou encore en fin de repas, sur un plateau de fromages. Comme il apporte des goûts variés, il est important de bien choisir le vin qui l’accompagne.</p>, <p>Pour le gorgonzola piquant, du vin rouge comme un Muscat figué ou un Marsala viergeest parfait. Quant au gorgonzola doux, il n’exige pas de type de vins particulier. Du blanc ou du rouge sera excellent, comme les Rieslings, le Pinot blanc, le Jurançon, le Monbazillac, ou encore le Santo del Chianti.</p>]","['Bleu d’Auvergne Fermier AOP', 'Reblochon Fermier AOP entier', 'Bleu de Chèvre', 'Abondance AOP']"
Gouda 48 mois,Vache,Pressée non cuite,Provenance : Pays-Bas% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vache,"['Oeil : orangé', 'Nez : Aromatique', 'Gout : A 8 Mois : doux et fondant en bouche. A 48 mois d’affinage, il est croquant, avec une grande richesse aromatique de noisette et de fruits secs.', 'Toucher : A 48 Mois sec et friable (du fait de son affinage)']","[<p>Le Gouda 48 mois se consomme sans pain, à l’apéro et se marie parfaitement à un Chinon blanc, un Beaujolais, un Côte du Rhône, une bière blonde ou même un Whisky.</p>]","['Gouda au Cumin Fermier', 'Mimolette', 'Cheddar Extra-Mature']"
Gouda au Cumin,Vache,Pressée non cuite,Provenance : Pays-Bas% Matière Grasse/Poids Total : 31 %Lait : Lait cru de vache,"['Oeil : jaune', 'Nez : champignon', 'Gout : Moelleux en bouche avec un goût assez prononcé.', 'Toucher : Tendre']","[<p>Le Gouda au cumin se déguste avec du vin Rosé de Bordeaux (le fameux Clairet), une bière d’Abbaye ou un Mercurey rouge.</p>]","['Gouda Fermier Vieux 12-18 Mois', 'Cheddar Extra-Mature', 'Mimolette']"
Gouda Truffé,Vache,Pressée non cuite,Provenance : Pays-Bas% Matière Grasse/Poids Total : 30 %Lait : Lait cru de vache,"['Oeil : jaune', 'Nez : champignon', 'Gout : Saveur terreuse intense avec des arômes de lait, de crème, d’amande et de truffe.', 'Toucher : croûte épaisse et pâte souple']","[<p>Le Gouda à la truffe accompagne merveilleusement bien vos apéros. Il se déguste avec du vin rouge de Bergerac, de Bordeaux ou un Barbaresco du Piémont Italien.</p>]","['Gouda au Cumin Fermier', 'Tome des Bauges AOP', 'Tomme du Jura', 'Raclette Fumée']"
Goudoulet,Vache,Pressée non cuite et croûte lavée,Provenance : Auvergne_Rhône-AlpesProducteur : Laiterie Gérentes% Matière Grasse/Poids Total : 25 %Lait : Lait pasteurisé de Vache,"['Œil : Pâte souple et orangée', 'Nez : Odeur lactique', 'Goût : Goût léger', 'Toucher : Croûte légèrement lavée']","[<p>Le fromage Goudoulet se déguste parfaitement avec le Pays d’Oc rouge, un vin de qualité labellisé IGP (Indication Géographique Protégée) aux arômes très fruités. Il présente également des notes florales et épicées, lui donnant un goût plein et puissant qui se marie à merveille avec le goût léger du Goudoulet.</p>, <p>Mais un vin blanc sec, riche et complexe peut aussi accompagner ce fromage. Le Pouilly-fuissé, avec sa touche minérale et ses notes de fruits, d’agrumes, de tilleuls, de cannelle et de miel, peut par exemple faire l’affaire.</p>]","['Tête de Moine entière', 'Bethmale', 'Raclette de Savoie artisanale IGP', 'Tomme du Jura']"
Grand Camembert,Vache,Molle à croûte fleurie,Provenance : NormandieProducteur : Fromagerie Val d'AyLait : Lait cru de vache,"['Œil : Croûte brune', 'Nez : Parfum de terroir avec du bouquet', 'Goût : goût doux à puissant, selon l’affinage', 'Toucher : Pâte souple et de plus en plus crémeux avec l’affinage']","[<p>Pour accompagner le Grand Camembert lors de la dégustation, préférez un vin rouge sec tel qu’un Saumur rouge, un Moulin-à-Vent ou encore un Saint-Nicolas-de-Bourgueil rouge. Si vous aimez le vin blanc, un Vouvray serait un excellent choix pour sublimer votre camembert.</p>]","['Coulommiers entier fermier', 'Brie de Meaux fermier AOP', 'Neufchâtel AOP', 'Camembert de Normandie AOP']"
Grand Carré,Vache,Pressée cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie Paccard% Matière Grasse/Poids Total : 30 %Lait : Lait cru de vache,"['Oeil : Croûte sèche et lisse de couleur brune ; pâte lisse, et sans ouvertures de couleur jaune claire', 'Nez : Faible odeur', 'Gout : Arômes fruités, noisette', 'Toucher : Dense']","[<p style=""text-align: justify;"">Le grand carré se déguste à tout moment de la journée. Au petit déjeuner il s’harmonisera avec des fruits frais et pourquoi pas un jus de de fruits (mangue, fraise…).</p>, <p style=""text-align: justify;"">En fin de repas, il enchantera vos papilles avec un vin blanc sec de Savoie et pourquoi pas un vin de Mondeuse</p>]","['Camembert de Normandie AOP', 'Morbier AOP 100jours', 'Etivaz AOP', 'Pont l’Evêque AOP entier']"
Grand Murols,Vache,Molle à croûte lavée,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 22 %Lait : Lait pasteurisé de Vache,"['Oeil : Croûte orangée et pâte jaune et tendre', 'Nez : Une légère odeur de cave', 'Goût : Pâte moelleuse à saveur délicate', 'Toucher : pâte souple']","[<p>Délicieux et de forme originale, le Murols mérite sa place sur un plateau de fromage. Ce fromage original se savoure à toute heure de la journée, que ce soit au petit-déjeuner avec du muesli, en goûter avec du pain d’épices ou encore en fin de repas. En apéritif, il ravit les papilles en étant enfilé sur une brochette avec des tomates cerises ou des pruneaux.</p>, <p>Discret et moelleux, le Murols accompagne à merveille un Côtes de Bergerac rouge. Les amateurs de vins blancs, quant à eux, peuvent le déguster avec un Côtes d’Auvergne-Chanturgue ou un Pouilly Fuissé. Sachez que ce fromage est encore meilleur si vous le mangez d’avril à juillet.</p>, <p>Fromage pasteurisé, le murols peut être consommé à quantité modérée par les femmes enceintes.</p>]","['Bergues au torchon fermier', 'Bethmale', 'Reblochon Fermier AOP entier', 'Raclette de Savoie artisanale IGP', 'Tomme du Jura']"
Gruyère français,Vache,Pressée cuite,"Provenance : Auvergne_Rhône-Alpes, Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 32 %Lait : Lait cru de vacheLabel : Indication Géographique Protégée (IGP)","['Oeil : Jaune or', 'Nez : frais', 'Gout : Doux, fruité et fleuri', 'Toucher : croûte ferme et pâte onctueuse']","[<p>Le Gruyère Français se consomme dans une salade ou râpé, il est fruité, et doux en bouche. Il se marie parfaitement avec du vin blanc sec, tel que la Roussette du Bugey.</p>]","['Cantal AOP Entre-Deux fermier', 'Bleu de Gex AOP', 'Brillat-Savarin IGP', 'Etivaz AOP']"
Gruyère Suisse d’Alpage AOC,Vache,Pressée cuite,"Provenance : Suisse% Matière Grasse/Poids Total : 30 %Label : Appellation d'Origine Contrôlée AOC, Appellation d'Origine Protégée AOPLait : Lait cru de vache","['Oeil : Jaune or', 'Nez : Aromatique', 'Gout : Arôme épicé et salé', 'Toucher : Ferme']","[<p>Le Gruyère Suisse se consomme sans pain, à l’apéro, dans une salade en cube, avant le dessert… Par ailleurs, il se marie parfaitement avec un vin de Paille, un Sancerre blanc, un Pinot noir, ou encore un Chassagne-Montrachet.</p>]","['Bleu de Gex AOP', 'Brillat-Savarin IGP', 'Pont l’Evêque AOP entier', 'Munster fermier AOP 1/2']"
